5.1,3.5,1.4,0.2,Iris-setosa,0,0.4690415759823426,NaN
4.9,3.0,1.4,0.2,Iris-setosa,1,0.42426406871192834,NaN
4.7,3.2,1.3,0.2,Iris-setosa,2,0.30000000000000016,NaN
4.6,3.1,1.5,0.2,Iris-setosa,3,0.3316624790355407,NaN
5.0,3.6,1.4,0.2,Iris-setosa,4,0.4582575694955844,NaN
5.4,3.9,1.7,0.4,Iris-setosa,5,0.3999999999999999,NaN
4.6,3.4,1.4,0.3,Iris-setosa,6,0.4582575694955844,NaN
5.0,3.4,1.5,0.2,Iris-setosa,7,0.42426406871192834,NaN
4.4,2.9,1.4,0.2,Iris-setosa,8,0.4358898943540674,NaN
4.9,3.1,1.5,0.1,Iris-setosa,9,0.4690415759823426,NaN
5.4,3.7,1.5,0.2,Iris-setosa,10,0.42426406871192884,NaN
4.8,3.4,1.6,0.2,Iris-setosa,11,0.4582575694955841,NaN
4.8,3.0,1.4,0.1,Iris-setosa,12,0.26457513110645925,NaN
4.3,3.0,1.1,0.1,Iris-setosa,13,0.3464101615137755,NaN
5.8,4.0,1.2,0.2,Iris-setosa,14,NaN,NaN
5.4,3.9,1.3,0.4,Iris-setosa,16,0.46904157598234253,NaN
5.1,3.8,1.5,0.3,Iris-setosa,19,0.38729833462074226,0.46904157598234253
5.1,3.5,1.4,0.3,Iris-setosa,17,0.1999999999999999,0.38729833462074226
5.2,3.5,1.5,0.2,Iris-setosa,27,0.24494897427831802,0.1999999999999999
5.2,3.4,1.4,0.2,Iris-setosa,28,0.49999999999999983,0.1999999999999999
5.1,3.4,1.5,0.2,Iris-setosa,39,0.4898979485566351,0.1999999999999999
5.0,3.5,1.3,0.3,Iris-setosa,40,0.4358898943540671,0.1999999999999999
5.1,3.4,1.5,0.2,Iris-setosa,39,0.4898979485566351,0.1999999999999999
5.0,3.5,1.3,0.3,Iris-setosa,40,0.4358898943540671,0.1999999999999999
5.2,3.4,1.4,0.2,Iris-setosa,28,0.49999999999999983,0.1999999999999999
5.1,3.4,1.5,0.2,Iris-setosa,39,0.4898979485566351,0.1999999999999999
5.0,3.5,1.3,0.3,Iris-setosa,40,0.4358898943540671,0.1999999999999999
5.0,3.5,1.3,0.3,Iris-setosa,40,0.4358898943540671,0.1999999999999999
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.0,3.3,1.4,0.2,Iris-setosa,49,0.3316624790355397,0.2449489742783178
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
5.1,3.7,1.5,0.4,Iris-setosa,21,0.41231056256176646,0.244948974278318
